Area Name,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Literate w/o education level - Persons,Literate w/o education level - Males,Literate w/o education level - Females,Bellow primary - Persons,Bellow primary - Males,Bellow primary - Females,Primary - Persons,Primary - Males,Primary - Females,Middle - Persons,Middle - Males,Middle - Females,Matric/Secondary - Persons,Matric/Secondary - Males,Matric/Secondary - Females,Higher second/Interm/Pre-University/Senior second - Persons,Higher second/Interm/Pre-University/Senior second - Males,Higher second/Interm/Pre-University/Senior second - Females,Non-technical diploma - Persons,Non-technical diploma - Males,Non-technical diploma - Females,Technical diploma - Persons,Technical diploma - Males,Technical diploma - Females,Graduate_Persons,Graduate_Males,Graduate_Females,Unclassified_Persons,Unclassified_Males,Unclassified_Females,age_group
Maharashtra,5546231,3010446,2535785,1655545,536669,1118876,3890686,2473777,1416909,110411,66772,43639,816756,463801,352955,939044,521585,417459,471991,328646,143345,796942,551575,245367,259235,192873,66362,1154,864,290,31159,28767,2392,463961,318871,145090,33,23,10,adulto
Maharashtra,4543209,2404222,2138987,1461476,436502,1024974,3081733,1967720,1114013,86179,51641,34538,667664,373308,294356,747134,413821,333313,326408,226220,100188,667079,473354,193725,177921,131257,46664,911,652,259,23369,21304,2065,385049,276152,108897,19,11,8,adulto
Maharashtra,3446336,1863428,1582908,1257002,387518,869484,2189334,1475910,713424,65759,41414,24345,509528,305935,203593,502548,300462,202086,203696,148249,55447,482154,358419,123735,123212,91812,31400,697,516,181,23926,21298,2628,277799,207796,70003,15,9,6,adulto_mayor
Maharashtra,2672981,1320060,1352921,1180644,321590,859054,1492337,998470,493867,49777,29965,19812,435149,262037,173112,364397,221549,142848,114753,82716,32037,283295,214481,68814,73010,54516,18494,519,399,120,19074,16676,2398,152344,116115,36229,19,16,3,adulto_mayor
Maharashtra,2730791,1204117,1526674,1542210,408872,1133338,1188581,795245,393336,50306,29558,20748,419203,259656,159547,307850,198458,109392,74192,52993,21199,181063,135994,45069,46265,34308,11957,517,393,124,12453,10652,1801,96708,73212,23496,24,21,3,adulto_mayor
Maharashtra,2632665,1229605,1403060,1547440,464243,1083197,1085225,765362,319863,50664,31934,18730,446882,305483,141399,292196,203143,89053,58911,42888,16023,132023,100749,31274,32341,24412,7929,432,345,87,7564,6281,1283,64202,50119,14083,10,8,2,tercera_edad
Maharashtra,1629333,813846,815487,1012513,356023,656490,616820,457823,158997,31576,20652,10924,262897,196103,66794,166021,121838,44183,28769,20503,8266,71015,54677,16338,17266,13007,4259,196,152,44,4018,3268,750,35052,27613,7439,10,10,0,tercera_edad
Maharashtra,682773,333393,349380,403204,131748,271456,279569,201645,77924,13058,8192,4866,110838,79603,31235,76711,54966,21745,13988,9350,4638,35863,27235,8628,9518,6898,2620,107,88,19,2023,1611,412,17462,13702,3760,1,0,1,tercera_edad
Maharashtra,779098,351240,427858,505954,155483,350471,273144,195757,77387,15464,9410,6054,110342,77045,33297,73469,52883,20586,14840,10234,4606,31838,24790,7048,9399,7107,2292,75,60,15,1729,1469,260,15987,12758,3229,1,1,0,tercera_edad
Maharashtra,118083,65705,52378,56793,27072,29721,61290,38633,22657,22729,14105,8624,11373,6794,4579,9759,5697,4062,5093,3243,1850,6052,4206,1846,2846,2038,808,5,4,1,275,235,40,3158,2311,847,0,0,0,desconocido
Andhra Pradesh,10171857,5187321,4984536,10171857,5187321,4984536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Andhra Pradesh,1751037,895974,855063,493074,237496,255578,1257963,658478,599485,12897,7205,5692,1245047,651258,593789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,4,ninez
Andhra Pradesh,2037629,1023310,1014319,350569,151884,198685,1687060,871426,815634,14158,7533,6625,1672875,863877,808998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,11,ninez
Andhra Pradesh,1704629,866761,837868,197655,80090,117565,1506974,786671,720303,10362,5444,4918,1338860,701628,637232,157698,79574,78124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,25,29,ninez
Andhra Pradesh,2171974,1126457,1045517,332243,134903,197340,1839731,991554,848177,17674,9402,8272,1035056,558623,476433,786916,423491,363425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,47,ninez
Andhra Pradesh,1407029,728989,678040,147575,53598,93977,1259454,675391,584063,9549,4834,4715,325920,173075,152845,923924,497463,426461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,19,42,ninez
Andhra Pradesh,2038368,1056744,981624,342877,130391,212486,1695491,926353,769138,19738,9999,9739,282517,149551,132966,1250599,693547,557052,142501,73204,69297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,52,84,ninez
Andhra Pradesh,1544124,783874,760250,224859,77866,146993,1319265,706008,613257,14870,6988,7882,128628,61354,67274,702628,382614,320014,473037,255032,218005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,20,82,ninez
Andhra Pradesh,1571478,811657,759821,260135,95443,164692,1311343,716214,595129,18947,9170,9777,113761,54418,59343,420323,224516,195807,758197,428059,330138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,51,64,ninez
Andhra Pradesh,1622572,862561,760011,349031,146706,202325,1273541,715855,557686,24753,12946,11807,119767,61490,58277,336621,180033,156588,405087,246697,158390,387242,214647,172595,0,0,0,0,0,0,0,0,0,0,0,0,71,42,29,adolescencia
Andhra Pradesh,1569656,811918,757738,342213,134402,207811,1227443,677516,549927,26205,13449,12756,109733,55896,53837,298561,153040,145521,225492,139885,85607,567379,315195,252184,0,0,0,0,0,0,0,0,0,0,0,0,73,51,22,adolescencia
Andhra Pradesh,1119891,618946,500945,195676,80095,115581,924215,538851,385364,17563,9508,8055,66616,36556,30060,194765,104957,89808,116541,74248,42293,528624,313519,215105,0,0,0,0,0,0,0,0,0,0,0,0,106,63,43,adolescencia
Andhra Pradesh,2148535,1085788,1062747,594833,210386,384447,1553702,875402,678300,45332,23016,22316,147619,75364,72255,404777,204901,199876,176666,108510,68156,351160,210695,140465,403764,233490,170274,2290,1436,854,21887,17870,4017,0,0,0,207,120,87,adolescencia
Andhra Pradesh,1119310,574911,544399,242518,77429,165089,876792,497482,379310,21550,10823,10727,68372,33678,34694,198883,97876,101007,88527,52804,35723,185241,110279,74962,293026,174617,118409,1977,1332,645,19031,15931,3100,0,0,0,185,142,43,adolescencia
Andhra Pradesh,6936897,3478288,3458609,2104616,678371,1426245,4832281,2799917,2032364,162388,81617,80771,438754,213100,225654,1209929,603021,606908,441721,263927,177794,982043,599625,382418,875083,547390,327693,10380,7686,2694,109054,96379,12675,602203,386599,215604,726,573,153,juventud
Andhra Pradesh,6762271,3229258,3533013,2651542,873011,1778531,4110729,2356247,1754482,185883,93299,92584,471908,223787,248121,1111688,547832,563856,342359,199213,143146,813485,507337,306148,471803,296637,175166,8305,6331,1974,75641,67918,7723,629215,413564,215651,442,329,113,juventud
Andhra Pradesh,5625505,2857197,2768308,2572366,977154,1595212,3053139,1880043,1173096,163754,90490,73264,417116,222425,194691,851510,458051,393459,219642,133173,86469,534789,360259,174530,334047,227138,106909,5895,4885,1010,52762,48049,4713,473270,335321,137949,354,252,102,adulto
Andhra Pradesh,5652711,2800929,2851782,2885028,1100443,1784585,2767683,1700486,1067197,170188,95809,74379,445934,246622,199312,887604,482601,405003,185135,108288,76847,411873,275813,136060,255158,177592,77566,3866,3105,761,37354,34042,3312,370291,276425,93866,280,189,91,adulto
Andhra Pradesh,4353961,2344256,2009705,2334391,1000114,1334277,2019570,1344142,675428,129792,80779,49013,330704,204959,125745,681249,417398,263851,143060,92252,50808,300251,214314,85937,164943,119930,45013,2661,2096,565,22075,20304,1771,244631,191959,52672,204,151,53,adulto
Andhra Pradesh,3804932,1961920,1843012,2116901,834113,1282788,1688031,1127807,560224,109823,67439,42384,280091,169300,110791,584238,356950,227288,125778,82159,43619,240875,175794,65081,135357,101308,34049,2389,1883,506,16647,15157,1490,192702,157720,34982,131,97,34,adulto
Andhra Pradesh,3064827,1607693,1457134,1862243,764966,1097277,1202584,842727,359857,84809,54437,30372,213711,136569,77142,418104,268680,149424,81428,55115,26313,163532,126906,36626,93675,75136,18539,2317,1903,414,13654,12184,1470,131246,111705,19541,108,92,16,adulto_mayor
Andhra Pradesh,2109286,980830,1128456,1329153,458730,870423,780133,522100,258033,54694,33025,21669,152307,91196,61111,289725,175373,114352,52470,34063,18407,99238,77161,22077,51676,42120,9556,1570,1339,231,9537,8512,1025,68834,59244,9590,82,67,15,adulto_mayor
Andhra Pradesh,2337506,1122341,1215165,1638340,627419,1010921,699166,494922,204244,60749,38409,22340,151465,100069,51396,259683,171246,88437,44222,30210,14012,87426,71984,15442,37361,31346,6015,1100,911,189,5942,5198,744,51178,45520,5658,40,29,11,adulto_mayor
Andhra Pradesh,1371770,621812,749958,956460,335012,621448,415310,286800,128510,34764,21354,13410,95857,61286,34571,158441,100657,57784,25981,17546,8435,47031,39363,7668,20569,17368,3201,571,448,123,2816,2399,417,29248,26357,2891,32,22,10,tercera_edad
Andhra Pradesh,1160623,580811,579812,856154,356170,499984,304469,224641,79828,30139,19786,10353,77438,55389,22049,122729,87432,35297,18181,13365,4816,27287,23476,3811,11721,10032,1689,329,262,67,1389,1158,231,15240,13727,1513,16,14,2,tercera_edad
Andhra Pradesh,413869,204959,208910,285221,111653,173568,128648,93306,35342,11394,7366,4028,31742,22326,9416,51769,35973,15796,8330,6211,2119,12333,10337,1996,5570,4508,1062,167,135,32,547,465,82,6786,5975,811,10,10,0,tercera_edad
Andhra Pradesh,504310,227665,276645,372552,135837,236715,131758,91828,39930,14327,8771,5556,35382,23407,11975,50248,34320,15928,7199,5318,1881,11861,9742,2119,5282,4115,1167,180,146,34,610,519,91,6659,5481,1178,10,9,1,tercera_edad
Andhra Pradesh,133450,74243,59207,65602,31622,33980,67848,42621,25227,24784,15456,9328,11121,6465,4656,12557,7770,4787,4529,2929,1600,5164,3411,1753,4229,2764,1465,130,108,22,458,362,96,4860,3352,1508,16,4,12,desconocido
Karnataka,7182100,3690958,3491142,7182100,3690958,3491142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Karnataka,1023407,521358,502049,308027,150152,157875,715380,371206,344174,6157,3429,2728,709223,367777,341446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Karnataka,1288401,648505,639896,217467,96650,120817,1070934,551855,519079,5634,3172,2462,1065300,548683,516617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Karnataka,1130117,570132,559985,110425,45684,64741,1019692,524448,495244,3771,2045,1726,965241,497960,467281,50680,24443,26237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Karnataka,1462506,746246,716260,196475,80630,115845,1266031,665616,600415,6433,3460,2973,959046,510267,448779,300552,151889,148663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Karnataka,1016642,518871,497771,83236,30845,52391,933406,488026,445380,3586,1938,1648,338923,182703,156220,590896,303384,287512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Karnataka,1426809,728762,698047,210309,83541,126768,1216500,645221,571279,7788,4212,3576,216303,117861,98442,933922,495212,438710,58486,27935,30551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Karnataka,1089999,556516,533483,120625,44387,76238,969374,512129,457245,5279,2701,2578,88529,46423,42106,687824,373066,314758,187742,89939,97803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Karnataka,1225620,638838,586782,169022,65570,103452,1056598,573268,483330,7756,4150,3606,94001,49107,44894,451956,252219,199737,502885,267792,235093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Karnataka,1103115,588420,514695,185356,80283,105073,917759,508137,409622,8449,4698,3751,80251,43799,36452,241037,133637,107400,451873,259275,192598,136149,66728,69421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Karnataka,1186668,624733,561935,206465,87875,118590,980203,536858,443345,10448,5858,4590,90245,48943,41302,225824,120965,104859,302358,179108,123250,351327,181983,169344,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,adolescencia
Karnataka,756205,401409,354796,88567,37939,50628,667638,363470,304168,5832,3240,2592,46190,25203,20987,124833,66214,58619,129195,76920,52275,361588,191893,169695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Karnataka,1565363,826178,739185,342120,140580,201540,1223243,685598,537645,17510,9864,7646,122265,68859,53406,274959,145531,129428,215187,129037,86150,352783,199177,153606,222223,119159,103064,2653,1731,922,15662,12239,3423,0,0,0,1,1,0,adolescencia
Karnataka,770321,399590,370731,115435,41160,74275,654886,358430,296456,7418,4037,3381,50623,27378,23245,120331,60023,60308,105551,61270,44281,176993,98056,78937,176109,94379,81730,2512,1651,861,15348,11636,3712,0,0,0,1,0,1,adolescencia
Karnataka,4886225,2541933,2344292,1121210,386163,735047,3765015,2155770,1609245,58912,33129,25783,343529,187123,156406,761822,384550,377272,533493,323650,209843,913384,525130,388254,635406,382087,253319,17569,12700,4869,103034,79928,23106,397855,227467,170388,11,6,5,juventud
Karnataka,4578219,2216303,2361916,1451293,459433,991860,3126926,1756870,1370056,60712,33046,27666,364865,184729,180136,684749,324413,360336,368501,211509,156992,714440,400608,313832,355468,229130,126338,14064,10772,3292,80948,63027,17921,483173,299632,183541,6,4,2,juventud
Karnataka,3821205,1917602,1903603,1454723,507264,947459,2366482,1410338,956144,53190,30741,22449,338979,183599,155380,562491,289784,272707,243206,145754,97452,518677,311601,207076,218168,150265,67903,9679,8029,1650,62194,48733,13461,359891,241827,118064,7,5,2,adulto
Karnataka,3918079,1926776,1991303,1709255,603819,1105436,2208824,1322957,885867,57312,34062,23250,385721,214627,171094,609008,322000,287008,206727,124570,82157,455134,276836,178298,155899,108723,47176,5668,4754,914,40357,31336,9021,292995,206046,86949,3,3,0,adulto
Karnataka,3058456,1636842,1421614,1388351,553190,835161,1670105,1083652,586453,45939,29932,16007,307372,188155,119217,468568,278284,190284,143557,94172,49385,350790,230238,120552,100450,72978,27472,4014,3410,604,25600,19817,5783,223813,166664,57149,2,2,0,adulto
Karnataka,2713842,1434271,1279571,1271817,482519,789298,1442025,951752,490273,39782,25608,14174,286299,175735,110564,414867,249685,165182,121574,81453,40121,299340,203068,96272,77155,57716,19439,2958,2555,403,19666,15166,4500,180382,140764,39618,2,2,0,adulto
Karnataka,2109655,1117489,992166,1089331,413547,675784,1020324,703942,316382,31736,20718,11018,217727,140329,77398,291781,185348,106433,82188,56333,25855,207205,148399,58806,47828,36991,10837,3056,2778,278,17677,14594,3083,121126,98452,22674,0,0,0,adulto_mayor
Karnataka,1423742,694759,728983,770099,255158,514941,653643,439601,214042,21089,13157,7932,163296,101219,62077,200117,123649,76468,51734,34186,17548,113984,82085,31899,23879,18906,4973,2550,2329,221,14127,12034,2093,62865,52034,10831,2,2,0,adulto_mayor
Karnataka,1498909,728997,769912,932094,328818,603276,566815,400179,166636,24074,15132,8942,154697,102473,52224,180030,121345,58685,43855,30573,13282,89706,67511,22195,15934,13096,2838,1934,1775,159,10547,9140,1407,46038,39134,6904,0,0,0,adulto_mayor
Karnataka,953187,441373,511814,588413,190201,398212,364774,251172,113602,14863,9070,5793,108093,69493,38600,116289,75701,40588,27396,18521,8875,55414,41997,13417,9203,7546,1657,1111,1034,77,5560,4719,841,26845,23091,3754,0,0,0,tercera_edad
Karnataka,799497,382616,416881,533522,188906,344616,265975,193710,72265,13058,8094,4964,85308,59115,26193,86663,61400,25263,18328,12892,5436,36244,29480,6764,6128,5021,1107,623,573,50,3310,2880,430,16313,14255,2058,0,0,0,tercera_edad
Karnataka,353230,168279,184951,222999,75243,147756,130231,93036,37195,5853,3536,2317,42660,28941,13719,42094,29519,12575,9602,6710,2892,17611,13932,3679,3101,2415,686,308,279,29,1400,1192,208,7602,6512,1090,0,0,0,tercera_edad
Karnataka,457199,202465,254734,319689,104015,215674,137510,98450,39060,7921,4640,3281,47714,32223,15491,43491,31428,12063,9586,6971,2615,16945,13523,3422,3639,2837,802,281,258,23,1238,1026,212,6695,5544,1151,0,0,0,tercera_edad
Karnataka,51844,28697,23147,27175,13177,13998,24669,15520,9149,8040,5237,2803,4409,2546,1863,4671,2809,1862,2074,1349,725,2670,1654,1016,1097,716,381,59,33,26,283,222,61,1366,954,412,0,0,0,desconocido
Goa,145968,75338,70630,145968,75338,70630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Goa,21168,10795,10373,3291,1563,1728,17877,9232,8645,65,35,30,17812,9197,8615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,23119,11815,11304,2064,972,1092,21055,10843,10212,40,27,13,21015,10816,10199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,20958,10672,10286,1149,508,641,19809,10164,9645,31,19,12,17520,8983,8537,2258,1162,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,27069,13742,13327,1468,625,843,25601,13117,12484,40,21,19,14646,7589,7057,10915,5507,5408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,20375,10329,10046,685,272,413,19690,10057,9633,23,14,9,4994,2716,2278,14673,7327,7346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,26194,13585,12609,1310,516,794,24884,13069,11815,51,25,26,3208,1815,1393,18846,9891,8955,2779,1338,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,22561,11466,11095,791,298,493,21770,11168,10602,30,17,13,1376,749,627,12495,6596,5899,7869,3806,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,23814,12182,11632,857,327,530,22957,11855,11102,53,23,30,1069,537,532,7586,4271,3315,14249,7024,7225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Goa,23912,12137,11775,1440,605,835,22472,11532,10940,86,48,38,1007,493,514,4981,2788,2193,10511,5455,5056,5887,2748,3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Goa,24229,12260,11969,1351,616,735,22878,11644,11234,119,55,64,1011,472,539,3800,2126,1674,7471,3970,3501,10477,5021,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Goa,21957,11224,10733,928,415,513,21029,10809,10220,137,68,69,859,407,452,2783,1478,1305,5219,2848,2371,12031,6008,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Goa,32171,17091,15080,2692,1255,1437,29479,15836,13643,325,178,147,1658,815,843,4306,2435,1871,6516,3737,2779,6118,3481,2637,9980,4769,5211,10,5,5,566,416,150,0,0,0,0,0,0,adolescencia
Goa,22762,12258,10504,1300,559,741,21462,11699,9763,256,168,88,1030,483,547,2614,1464,1150,4241,2455,1786,4072,2397,1675,8665,4277,4388,9,6,3,575,449,126,0,0,0,0,0,0,adolescencia
Goa,142016,75652,66364,11975,4907,7068,130041,70745,59296,1853,1045,808,6858,3282,3576,16759,9321,7438,23010,12953,10057,24557,14385,10172,37043,19814,17229,83,43,40,3480,2874,606,16397,7027,9370,1,1,0,juventud
Goa,138614,70745,67869,15908,5632,10276,122706,65113,57593,1794,1042,752,8263,3643,4620,16921,8472,8449,21715,12023,9692,24040,13538,10502,26797,14503,12294,76,39,37,2487,2081,406,20612,9772,10840,1,0,1,juventud
Goa,117544,61304,56240,16936,6087,10849,100608,55217,45391,1538,821,717,9466,4327,5139,15241,7874,7367,16714,9652,7062,18955,10937,8018,20595,11373,9222,65,30,35,1994,1745,249,16040,8458,7582,0,0,0,adulto
Goa,104565,53245,51320,19769,6749,13020,84796,46496,38300,1386,750,636,11565,5399,6166,14554,7474,7080,13456,7901,5555,14710,8635,6075,15537,8492,7045,49,28,21,1529,1349,180,12008,6467,5541,2,1,1,adulto
Goa,82539,44065,38474,17779,6136,11643,64760,37929,26831,1180,640,540,10412,5297,5115,11323,6382,4941,8684,5472,3212,10961,6753,4208,11080,6399,4681,43,26,17,1040,895,145,10037,6065,3972,0,0,0,adulto
Goa,75632,38066,37566,20058,6068,13990,55574,31998,23576,1065,565,500,11199,5717,5482,9965,5422,4543,6522,3909,2613,8614,5243,3371,8978,5070,3908,24,13,11,703,564,139,8503,5494,3009,1,1,0,adulto
Goa,64311,32882,31429,20802,6286,14516,43509,26596,16913,1044,595,449,10567,5769,4798,7360,4182,3178,4376,2779,1597,5741,3756,1985,7250,4387,2863,35,20,15,643,537,106,6493,4571,1922,0,0,0,adulto_mayor
Goa,46905,23063,23842,18251,5253,12998,28654,17810,10844,819,454,365,9299,5337,3962,5146,2988,2158,2250,1445,805,3104,2061,1043,4163,2612,1551,21,14,7,492,384,108,3359,2515,844,1,0,1,adulto_mayor
Goa,42394,19972,22422,19728,5751,13977,22666,14221,8445,783,401,382,8668,5116,3552,4284,2632,1652,1493,968,525,2072,1434,638,3132,1994,1138,18,12,6,244,192,52,1972,1472,500,0,0,0,adulto_mayor
Goa,28168,12501,15667,13367,3606,9761,14801,8895,5906,522,276,246,6060,3472,2588,2614,1455,1159,827,480,347,1384,914,470,1989,1253,736,11,6,5,117,85,32,1277,954,323,0,0,0,tercera_edad
Goa,20484,8650,11834,10555,2862,7693,9929,5788,4141,435,209,226,4296,2411,1885,1822,1009,813,512,278,234,797,521,276,1268,762,506,14,7,7,86,59,27,699,532,167,0,0,0,tercera_edad
Goa,10315,4279,6036,4816,1159,3657,5499,3120,2379,237,113,124,2322,1234,1088,1016,542,474,275,153,122,487,321,166,744,458,286,6,3,3,44,28,16,368,268,100,0,0,0,tercera_edad
Goa,10912,4274,6638,5458,1282,4176,5454,2992,2462,264,125,139,2300,1160,1140,1034,533,501,278,147,131,427,283,144,700,429,271,4,2,2,55,37,18,391,276,115,1,0,1,tercera_edad
Goa,7012,3656,3356,1410,569,841,5602,3087,2515,3834,2062,1772,426,215,211,373,201,172,291,176,115,341,218,123,175,101,74,1,1,0,20,18,2,141,95,46,0,0,0,desconocido
Lakshadweep,9091,4641,4450,9091,4641,4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Lakshadweep,1332,683,649,487,250,237,845,433,412,3,1,2,842,432,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1362,712,650,230,126,104,1132,586,546,2,1,1,1130,585,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1308,668,640,126,61,65,1182,607,575,1,0,1,1148,593,555,33,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1524,778,746,69,26,43,1455,752,703,0,0,0,1221,641,580,234,111,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1382,761,621,17,8,9,1365,753,612,2,1,1,674,409,265,689,343,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1646,845,801,45,23,22,1601,822,779,4,1,3,471,288,183,1097,523,574,29,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1500,775,725,16,6,10,1484,769,715,3,1,2,251,179,72,1091,531,560,139,58,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1589,824,765,38,15,23,1551,809,742,4,2,2,152,96,56,821,455,366,574,256,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Lakshadweep,1285,657,628,27,11,16,1258,646,612,3,2,1,75,47,28,470,276,194,656,301,355,54,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Lakshadweep,1316,660,656,41,13,28,1275,647,628,9,2,7,87,47,40,402,239,163,543,254,289,234,105,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Lakshadweep,1125,593,532,29,13,16,1096,580,516,10,1,9,69,37,32,283,161,122,430,221,209,304,160,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Lakshadweep,1446,746,700,48,24,24,1398,722,676,26,7,19,110,57,53,382,228,154,611,288,323,238,124,114,30,18,12,1,0,1,0,0,0,0,0,0,0,0,0,adolescencia
Lakshadweep,1058,547,511,30,17,13,1028,530,498,24,10,14,103,62,41,263,141,122,436,210,226,179,94,85,20,13,7,3,0,3,0,0,0,0,0,0,0,0,0,adolescencia
Lakshadweep,5634,2769,2865,237,96,141,5397,2673,2724,122,44,78,649,277,372,1463,669,794,1860,934,926,956,538,418,145,102,43,19,9,10,71,38,33,112,62,50,0,0,0,juventud
Lakshadweep,5160,2597,2563,282,86,196,4878,2511,2367,158,85,73,749,273,476,1392,661,731,1127,554,573,966,592,374,138,106,32,24,9,15,130,102,28,191,126,65,3,3,0,juventud
Lakshadweep,4358,2245,2113,277,89,188,4081,2156,1925,181,89,92,705,261,444,1184,597,587,929,460,469,705,454,251,87,70,17,21,14,7,110,86,24,158,124,34,1,1,0,adulto
Lakshadweep,4105,2040,2065,364,74,290,3741,1966,1775,210,92,118,802,280,522,1025,511,514,747,425,322,600,383,217,74,56,18,18,11,7,135,97,38,130,111,19,0,0,0,adulto
Lakshadweep,3003,1603,1400,373,58,315,2630,1545,1085,157,66,91,699,290,409,649,378,271,431,289,142,419,295,124,54,47,7,7,4,3,102,75,27,112,101,11,0,0,0,adulto
Lakshadweep,3253,1669,1584,608,97,511,2645,1572,1073,243,70,173,897,406,491,670,444,226,339,262,77,281,218,63,38,31,7,7,3,4,56,37,19,114,101,13,0,0,0,adulto
Lakshadweep,2287,1263,1024,660,115,545,1627,1148,479,274,107,167,473,295,178,347,263,84,175,154,21,205,186,19,26,25,1,10,7,3,39,38,1,78,73,5,0,0,0,adulto_mayor
Lakshadweep,2104,1140,964,819,176,643,1285,964,321,342,154,188,405,322,83,210,177,33,96,92,4,131,123,8,12,12,0,4,4,0,34,31,3,51,49,2,0,0,0,adulto_mayor
Lakshadweep,1487,761,726,761,209,552,726,552,174,261,143,118,298,257,41,118,108,10,22,20,2,15,14,1,2,1,1,0,0,0,4,4,0,6,5,1,0,0,0,adulto_mayor
Lakshadweep,955,487,468,536,165,371,419,322,97,162,88,74,165,148,17,80,75,5,6,6,0,4,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,tercera_edad
Lakshadweep,639,309,330,384,107,277,255,202,53,108,64,44,88,83,5,49,45,4,3,3,0,2,2,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,0,tercera_edad
Lakshadweep,267,152,115,148,54,94,119,98,21,57,39,18,38,38,0,16,16,0,5,3,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,tercera_edad
