Area Name,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Literate w/o education level - Persons,Literate w/o education level - Males,Literate w/o education level - Females,Bellow primary - Persons,Bellow primary - Males,Bellow primary - Females,Primary - Persons,Primary - Males,Primary - Females,Middle - Persons,Middle - Males,Middle - Females,Matric/Secondary - Persons,Matric/Secondary - Males,Matric/Secondary - Females,Higher second/Interm/Pre-University/Senior second - Persons,Higher second/Interm/Pre-University/Senior second - Males,Higher second/Interm/Pre-University/Senior second - Females,Non-technical diploma - Persons,Non-technical diploma - Males,Non-technical diploma - Females,Technical diploma - Persons,Technical diploma - Males,Technical diploma - Females,Graduate_Persons,Graduate_Males,Graduate_Females,Unclassified_Persons,Unclassified_Males,Unclassified_Females,age_group
Nagaland,60758,31664,29094,12934,6385,6549,47824,25279,22545,643,328,315,3419,1770,1649,12577,6693,5884,17809,9479,8330,13372,7006,6366,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,adolescencia
Nagaland,37388,19680,17708,8399,4055,4344,28989,15625,13364,388,196,192,1847,973,874,6299,3362,2937,9757,5382,4375,10695,5711,4984,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,adolescencia
Nagaland,77284,40683,36601,18586,9089,9497,58698,31594,27104,982,531,451,4100,2223,1877,12310,6514,5796,17041,9170,7871,15369,8383,6986,8852,4740,4112,9,4,5,29,25,4,0,0,0,6,4,2,adolescencia
Nagaland,34166,18099,16067,8226,3974,4252,25940,14125,11815,382,222,160,1649,885,764,4782,2482,2300,6604,3618,2986,6810,3834,2976,5669,3057,2612,9,4,5,27,20,7,0,0,0,8,3,5,adolescencia
Nagaland,209930,110221,99709,56020,26507,29513,153910,83714,70196,3342,1774,1568,9507,4868,4639,28596,14400,14196,33222,17735,15487,34161,19284,14877,32347,18422,13925,76,44,32,213,175,38,12401,6994,5407,45,18,27,juventud
Nagaland,163442,83129,80313,48242,20714,27528,115200,62415,52785,4087,2180,1907,8260,3846,4414,25018,12163,12855,24333,12929,11404,23677,13618,10059,14339,8474,5865,75,45,30,261,198,63,15108,8939,6169,42,23,19,juventud
Nagaland,122907,64536,58371,38811,15916,22895,84096,48620,35476,3131,1686,1445,6945,3292,3653,19387,9772,9615,18503,10662,7841,18930,11821,7109,7841,5012,2829,65,48,17,294,239,55,8979,6073,2906,21,15,6,adulto
Nagaland,122224,63725,58499,43161,16568,26593,79063,47157,31906,3252,1777,1475,7274,3464,3810,20173,10592,9581,17546,10848,6698,17620,11258,6362,5888,3825,2063,66,56,10,330,282,48,6903,5050,1853,11,5,6,adulto
Nagaland,94984,50914,44070,38223,15396,22827,56761,35518,21243,2590,1471,1119,6060,3000,3060,15128,8569,6559,11666,7416,4250,12370,8332,4038,3930,2732,1198,42,39,3,213,182,31,4754,3772,982,8,5,3,adulto
Nagaland,87263,47494,39769,39325,16228,23097,47938,31266,16672,2331,1359,972,5641,2967,2674,13062,7710,5352,9439,6280,3159,10280,7224,3056,3057,2281,776,44,36,8,148,135,13,3927,3266,661,9,8,1,adulto
Nagaland,59972,35162,24810,29228,13285,15943,30744,21877,8867,1717,1084,633,4105,2313,1792,8474,5562,2912,5599,4130,1469,6467,5037,1430,1729,1396,333,26,22,4,112,104,8,2508,2225,283,7,4,3,adulto_mayor
Nagaland,39734,22543,17191,22102,9922,12180,17632,12621,5011,1185,737,448,2867,1693,1174,4980,3330,1650,3038,2284,754,3332,2650,682,815,669,146,18,18,0,62,51,11,1329,1186,143,6,3,3,adulto_mayor
Nagaland,31747,18067,13680,20240,9620,10620,11507,8447,3060,1016,617,399,2411,1533,878,3230,2318,912,1761,1372,389,1963,1615,348,409,346,63,15,15,0,35,27,8,666,603,63,1,1,0,adulto_mayor
Nagaland,20957,11610,9347,14332,6744,7588,6625,4866,1759,640,385,255,1565,998,567,1822,1321,501,947,750,197,1061,897,164,220,181,39,1,1,0,19,18,1,346,311,35,4,4,0,tercera_edad
Nagaland,14881,8348,6533,10818,5286,5532,4063,3062,1001,436,279,157,1020,715,305,1187,898,289,522,425,97,542,457,85,130,94,36,6,6,0,10,6,4,208,180,28,2,2,0,tercera_edad
Nagaland,9127,5001,4126,6906,3414,3492,2221,1587,634,316,183,133,539,382,157,588,419,169,280,205,75,313,245,68,70,60,10,2,2,0,7,6,1,105,84,21,1,1,0,tercera_edad
Nagaland,13611,7710,5901,10473,5553,4920,3138,2157,981,422,244,178,712,467,245,791,531,260,451,333,118,446,329,117,118,92,26,2,2,0,17,14,3,179,145,34,0,0,0,tercera_edad
Nagaland,4744,2600,2144,2308,1154,1154,2436,1446,990,968,597,371,345,194,151,394,219,175,253,141,112,252,149,103,122,69,53,0,0,0,2,2,0,98,74,24,2,1,1,desconocido
Manipur,308585,157682,150903,308585,157682,150903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Manipur,46712,23831,22881,22817,11238,11579,23895,12593,11302,404,218,186,23478,12368,11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,6,ninez
Manipur,55409,28164,27245,22787,10999,11788,32622,17165,15457,456,251,205,32158,16910,15248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,ninez
Manipur,37491,19192,18299,12114,5863,6251,25377,13329,12048,274,163,111,21089,11025,10064,4004,2138,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,ninez
Manipur,66157,34090,32067,17426,8264,9162,48731,25826,22905,454,260,194,31756,16809,14947,16517,8754,7763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,ninez
Manipur,35434,18246,17188,6682,3160,3522,28752,15086,13666,210,116,94,13106,6860,6246,15436,8110,7326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Manipur,58813,30189,28624,10540,4799,5741,48273,25390,22883,319,161,158,14892,7906,6986,28464,14915,13549,4594,2406,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,ninez
Manipur,47277,23836,23441,6521,2820,3701,40756,21016,19740,251,143,108,6971,3657,3314,23181,11986,11195,10351,5229,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,ninez
Manipur,50827,25637,25190,6666,2819,3847,44161,22818,21343,332,159,173,4618,2366,2252,18655,9723,8932,20555,10569,9986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Manipur,54323,27513,26810,7585,3102,4483,46738,24411,22327,445,231,214,3564,1815,1749,14552,7745,6807,21439,11147,10292,6736,3472,3264,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,adolescencia
Manipur,49254,24484,24770,6975,2710,4265,42279,21774,20505,467,227,240,2613,1281,1332,10133,5293,4840,18858,9783,9075,10207,5190,5017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,adolescencia
Manipur,35698,17598,18100,4957,1875,3082,30741,15723,15018,364,207,157,1490,717,773,5500,2890,2610,12305,6343,5962,11082,5566,5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Manipur,68726,34119,34607,10961,3998,6963,57765,30121,27644,891,477,414,2898,1341,1557,9579,4844,4735,20636,10902,9734,16663,8841,7822,7050,3685,3365,3,2,1,44,28,16,0,0,0,1,1,0,adolescencia
Manipur,29975,14821,15154,4480,1539,2941,25495,13282,12213,340,173,167,1176,554,622,3422,1743,1679,7649,3979,3670,7656,4096,3560,5216,2705,2511,1,1,0,31,29,2,0,0,0,4,2,2,adolescencia
Manipur,222484,110393,112091,38054,12270,25784,184430,98123,86307,3658,1824,1834,6792,3069,3723,21142,10391,10751,44790,24155,20635,45051,24566,20485,47123,25350,21773,23,15,8,367,232,135,15407,8480,6927,77,41,36,juventud
Manipur,193882,95097,98785,42433,12135,30298,151449,82962,68487,4467,2249,2218,5837,2553,3284,17306,8389,8917,33819,19033,14786,32068,18340,13728,25574,14308,11266,16,10,6,307,180,127,31978,17857,14121,77,43,34,juventud
Manipur,159016,80757,78259,40764,11496,29268,118252,69261,48991,3928,2061,1867,5271,2306,2965,14122,7230,6892,25522,15933,9589,24263,15391,8872,15494,9177,6317,17,13,4,256,176,80,29331,16940,12391,48,34,14,adulto
Manipur,147041,74098,72943,46146,12729,33417,100895,61369,39526,3932,2197,1735,5581,2512,3069,14309,7562,6747,23403,15495,7908,19528,12708,6820,11193,6887,4306,15,12,3,277,219,58,22633,13762,8871,24,15,9,adulto
Manipur,116885,59858,57027,41096,11406,29690,75789,48452,27337,3316,1946,1370,4790,2308,2482,11366,6354,5012,18562,12584,5978,14083,9515,4568,6593,4318,2275,18,16,2,288,235,53,16755,11163,5592,18,13,5,adulto
Manipur,98549,50241,48308,38467,10834,27633,60082,39407,20675,2994,1789,1205,4476,2234,2242,9783,5535,4248,15460,10675,4785,10712,7465,3247,4444,3061,1383,17,16,1,302,269,33,11875,8345,3530,19,18,1,adulto
Manipur,78474,41206,37268,33689,9401,24288,44785,31805,12980,2396,1470,926,3646,2003,1643,7030,4490,2540,11560,8503,3057,7908,5863,2045,3194,2345,849,8,8,0,213,197,16,8812,6909,1903,18,17,1,adulto_mayor
Manipur,55773,28929,26844,28156,7541,20615,27617,21388,6229,1795,1145,650,2868,1809,1059,4479,3090,1389,7190,5885,1305,5016,4123,893,1637,1313,324,11,11,0,72,62,10,4539,3941,598,10,9,1,adulto_mayor
Manipur,48133,24343,23790,29174,9015,20159,18959,15328,3631,1690,1102,588,3006,2124,882,3656,2831,825,4382,3770,612,2985,2584,401,856,722,134,3,3,0,55,42,13,2321,2146,175,5,4,1,adulto_mayor
Manipur,35897,17990,17907,23106,7280,15826,12791,10710,2081,1344,900,444,2514,1951,563,2601,2137,464,2819,2507,312,1750,1577,173,459,415,44,2,2,0,29,23,6,1271,1196,75,2,2,0,tercera_edad
Manipur,28806,14561,14245,20344,7325,13019,8462,7236,1226,1044,735,309,1974,1631,343,1864,1607,257,1649,1488,161,1077,984,93,264,241,23,5,5,0,14,14,0,570,530,40,1,1,0,tercera_edad
Manipur,15459,7894,7565,11090,4182,6908,4369,3712,657,576,415,161,1245,1053,192,976,858,118,733,645,88,505,447,58,109,90,19,2,2,0,11,11,0,211,190,21,1,1,0,tercera_edad
Manipur,17175,8445,8730,12732,4878,7854,4443,3567,876,615,412,203,1122,952,170,902,764,138,735,621,114,496,412,84,200,141,59,1,1,0,10,9,1,360,253,107,2,2,0,tercera_edad
Manipur,4533,2420,2113,1907,808,1099,2626,1612,1014,524,345,179,356,187,169,414,251,163,518,322,196,373,233,140,196,110,86,0,0,0,2,1,1,243,163,80,0,0,0,desconocido
Mizoram,143734,73176,70558,143734,73176,70558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Mizoram,20937,10655,10282,6298,3270,3028,14639,7385,7254,160,98,62,14479,7287,7192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,21729,10858,10871,4698,2286,2412,17031,8572,8459,154,76,78,16877,8496,8381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,18644,9609,9035,2574,1312,1262,16070,8297,7773,142,69,73,15569,8045,7524,359,183,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,25521,13155,12366,3114,1561,1553,22407,11594,10813,167,84,83,20010,10453,9557,2230,1057,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,17965,9201,8764,1197,582,615,16768,8619,8149,67,36,31,11811,6298,5513,4890,2285,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,23809,12147,11662,2194,1040,1154,21615,11107,10508,189,81,108,10870,5957,4913,10303,4948,5355,253,121,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,20217,10146,10071,1203,545,658,19014,9601,9413,121,59,62,5973,3286,2687,11851,5783,6068,1069,473,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,21180,10593,10587,1309,564,745,19871,10029,9842,182,86,96,4150,2307,1843,12030,6033,5997,3509,1603,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Mizoram,20788,10681,10107,1460,649,811,19328,10032,9296,267,133,134,3255,1809,1446,9371,5097,4274,5873,2734,3139,562,259,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Mizoram,21051,10465,10586,1331,579,752,19720,9886,9834,270,130,140,2801,1527,1274,7500,3984,3516,7419,3458,3961,1730,787,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Mizoram,16731,8466,8265,814,346,468,15917,8120,7797,193,95,98,2091,1098,993,4863,2650,2213,6024,2988,3036,2746,1289,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Mizoram,24220,12292,11928,1720,763,957,22500,11529,10971,468,217,251,3416,1819,1597,6443,3546,2897,7438,3706,3732,3774,1806,1968,946,426,520,1,1,0,12,6,6,0,0,0,2,2,0,adolescencia
Mizoram,15842,8018,7824,909,404,505,14933,7614,7319,245,120,125,2123,1073,1050,3934,2041,1893,4751,2429,2322,2721,1391,1330,1146,550,596,0,0,0,12,10,2,0,0,0,1,0,1,adolescencia
Mizoram,93686,48172,45514,7305,3786,3519,86381,44386,41995,1657,836,821,12887,6728,6159,23090,12286,10804,24339,12130,12209,12295,6204,6091,7891,4155,3736,3,1,2,150,100,50,4063,1940,2123,6,6,0,juventud
Mizoram,79266,41468,37798,6826,3437,3389,72440,38031,34409,1654,846,808,11881,5915,5966,19256,9909,9347,18271,9618,8653,8982,4788,4194,5258,2873,2385,4,1,3,197,144,53,6930,3934,2996,7,3,4,juventud
Mizoram,60182,31930,28252,5480,2347,3133,54702,29583,25119,1263,622,641,10887,5024,5863,13565,6982,6583,13134,7219,5915,7283,4174,3109,3419,2078,1341,5,4,1,212,159,53,4927,3316,1611,7,5,2,adulto
Mizoram,58829,31376,27453,5632,2433,3199,53197,28943,24254,1350,697,653,14163,6337,7826,13067,6713,6354,11947,6929,5018,6197,3658,2539,2653,1749,904,10,8,2,201,178,23,3602,2667,935,7,7,0,adulto
Mizoram,47026,24723,22303,5151,2013,3138,41875,22710,19165,1139,521,618,14809,6321,8488,9392,5173,4219,7888,4728,3160,4287,2662,1625,1746,1286,460,5,5,0,86,80,6,2519,1930,589,4,4,0,adulto
Mizoram,36304,19297,17007,4713,1864,2849,31591,17433,14158,915,426,489,14271,6460,7811,6877,3897,2980,4383,2866,1517,2608,1741,867,928,708,220,1,0,1,61,51,10,1544,1282,262,3,2,1,adulto
Mizoram,30956,16609,14347,4051,1526,2525,26905,15083,11822,849,377,472,12102,5159,6943,6532,4073,2459,3484,2372,1112,1996,1468,528,641,507,134,1,1,0,63,51,12,1236,1074,162,1,1,0,adulto_mayor
Mizoram,20157,10829,9328,3264,1177,2087,16893,9652,7241,700,328,372,9309,4136,5173,3101,2137,964,1612,1210,402,1040,843,197,339,290,49,1,1,0,30,25,5,759,681,78,2,1,1,adulto_mayor
Mizoram,16561,8507,8054,3217,957,2260,13344,7550,5794,684,265,419,8547,4070,4477,2269,1661,608,738,599,139,496,406,90,150,127,23,4,4,0,22,17,5,429,396,33,5,5,0,adulto_mayor
Mizoram,12371,6344,6027,2633,699,1934,9738,5645,4093,587,213,374,6574,3345,3229,1604,1250,354,417,343,74,265,225,40,59,54,5,1,1,0,9,7,2,221,206,15,1,1,0,tercera_edad
Mizoram,9381,4832,4549,2372,613,1759,7009,4219,2790,571,242,329,5004,2822,2182,911,701,210,233,203,30,142,122,20,30,25,5,1,1,0,5,3,2,111,99,12,1,1,0,tercera_edad
Mizoram,5402,2687,2715,1606,417,1189,3796,2270,1526,357,150,207,2844,1669,1175,403,305,98,96,70,26,56,42,14,13,10,3,0,0,0,1,1,0,26,23,3,0,0,0,tercera_edad
Mizoram,5308,2430,2878,2009,487,1522,3299,1943,1356,393,151,242,2378,1392,986,337,255,82,96,71,25,51,40,11,13,8,5,0,0,0,1,1,0,30,25,5,0,0,0,tercera_edad
Mizoram,776,443,333,314,171,143,462,272,190,97,60,37,140,70,70,91,58,33,60,39,21,38,26,12,13,6,7,0,0,0,1,1,0,22,12,10,0,0,0,desconocido
Tripura,436446,222002,214444,436446,222002,214444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Tripura,69047,35354,33693,25543,12534,13009,43504,22820,20684,491,294,197,43012,22525,20487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Tripura,83741,42944,40797,21468,10117,11351,62273,32827,29446,453,264,189,61820,32563,29257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Tripura,68150,34465,33685,11301,5061,6240,56849,29404,27445,238,136,102,54827,28348,26479,1784,920,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Tripura,101951,52552,49399,17042,7659,9383,84909,44893,40016,411,236,175,71754,38019,33735,12744,6638,6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Tripura,61453,31511,29942,5853,2563,3290,55600,28948,26652,179,107,72,30585,16056,14529,24835,12784,12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Tripura,104497,54185,50312,14343,6035,8308,90154,48150,42004,376,196,180,37846,20281,17565,49631,26525,23106,2300,1148,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ninez
Tripura,68579,34392,34187,6974,2720,4254,61605,31672,29933,227,125,102,15019,7557,7462,39589,20587,19002,6768,3401,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,ninez
Tripura,81688,41393,40295,9086,3413,5673,72602,37980,34622,324,180,144,14345,7601,6744,36833,19362,17471,21099,10836,10263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Tripura,77995,40175,37820,10951,4377,6574,67044,35798,31246,349,207,142,11758,6442,5316,24966,13476,11490,25953,13595,12358,4017,2077,1940,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,adolescencia
Tripura,75941,39008,36933,9978,3654,6324,65963,35354,30609,337,170,167,10219,5526,4693,21996,11705,10291,24748,13373,11375,8662,4580,4082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,adolescencia
Tripura,53759,28612,25147,6521,2416,4105,47238,26196,21042,298,150,148,6604,3681,2923,16425,9021,7404,15304,8493,6811,8606,4851,3755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,adolescencia
Tripura,88667,45452,43215,14808,5174,9634,73859,40278,33581,601,294,307,12573,6811,5762,25632,13757,11875,21128,11467,9661,11173,6376,4797,2688,1524,1164,4,2,2,57,45,12,0,0,0,3,2,1,adolescencia
Tripura,43077,21067,22010,6103,1980,4123,36974,19087,17887,291,136,155,5513,2715,2798,12062,6041,6021,9806,5023,4783,6081,3389,2692,3173,1743,1430,1,1,0,45,37,8,0,0,0,2,2,0,adolescencia
Tripura,274087,135058,139029,49076,15172,33904,225011,119886,105125,2272,1074,1198,36149,18207,17942,72119,36587,35532,57351,30224,27127,30098,17280,12818,14486,9120,5366,18,16,2,484,417,67,12024,6955,5069,10,6,4,juventud
Tripura,278984,136617,142367,63441,19679,43762,215543,116938,98605,2915,1436,1479,38459,18765,19694,68818,35176,33642,53157,28760,24397,24698,15250,9448,6453,4456,1997,12,7,5,548,492,56,20464,12589,7875,19,7,12,juventud
Tripura,243142,126049,117093,65549,21608,43941,177593,104441,73152,2927,1512,1415,35007,17951,17056,54059,29532,24527,41397,24969,16428,19758,13829,5929,4958,3611,1347,20,17,3,410,377,33,19046,12635,6411,11,8,3,adulto
Tripura,245388,129677,115711,79936,30244,49692,165452,99433,66019,3385,1822,1563,39694,22139,17555,51553,29003,22550,35902,22388,13514,14098,9570,4528,4132,2742,1390,22,21,1,428,397,31,16222,11340,4882,16,11,5,adulto
Tripura,171319,94513,76806,60359,24131,36228,110960,70382,40578,2587,1489,1098,27214,16197,11017,33934,20906,13028,23111,15169,7942,8967,6079,2888,4625,2901,1724,12,12,0,323,302,21,10174,7319,2855,13,8,5,adulto
Tripura,149769,81560,68209,55177,20788,34389,94592,60772,33820,2259,1301,958,23876,13775,10101,27854,17156,10698,18130,12200,5930,8321,5954,2367,5584,3946,1638,6,5,1,190,169,21,8358,6258,2100,14,8,6,adulto
Tripura,106263,59390,46873,41994,15800,26194,64269,43590,20679,1646,984,662,16854,9853,7001,18872,12168,6704,11501,8359,3142,5336,4169,1167,3508,2747,761,9,9,0,237,221,16,6296,5075,1221,10,5,5,adulto_mayor
Tripura,77906,40798,37108,33228,11032,22196,44678,29766,14912,1121,659,462,13524,7630,5894,14079,9033,5046,7431,5470,1961,3405,2757,648,1564,1254,310,4,4,0,173,168,5,3373,2789,584,4,2,2,adulto_mayor
Tripura,72848,36201,36647,38507,13043,25464,34341,23158,11183,1178,684,494,12789,7681,5108,11007,7330,3677,4678,3489,1189,2094,1722,372,693,568,125,2,1,1,93,89,4,1803,1592,211,4,2,2,adulto_mayor
Tripura,53253,25895,27358,27540,8462,19078,25713,17433,8280,826,495,331,9852,5976,3876,8493,5636,2857,3450,2588,862,1626,1425,201,443,386,57,2,2,0,50,49,1,967,872,95,4,4,0,tercera_edad
Tripura,46459,22721,23738,27050,9065,17985,19409,13656,5753,742,424,318,8063,5233,2830,6204,4277,1927,2405,1903,502,1214,1098,116,248,225,23,1,1,0,20,20,0,507,471,36,5,4,1,tercera_edad
Tripura,24745,12036,12709,14210,4737,9473,10535,7299,3236,376,220,156,4432,2845,1587,3491,2370,1121,1284,1025,259,618,545,73,124,106,18,0,0,0,13,13,0,195,173,22,2,2,0,tercera_edad
Tripura,35244,15803,19441,22546,7043,15503,12698,8760,3938,616,332,284,5499,3543,1956,4112,2861,1251,1381,1085,296,658,581,77,116,102,14,3,2,1,13,12,1,299,241,58,1,1,0,tercera_edad
Tripura,4805,2795,2010,2074,1009,1065,2731,1786,945,387,245,142,798,504,294,703,471,232,453,291,162,181,124,57,81,52,29,0,0,0,6,6,0,122,93,29,0,0,0,desconocido
Meghalaya,467979,237215,230764,467979,237215,230764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Meghalaya,60408,30416,29992,37109,18899,18210,23299,11517,11782,693,367,326,22605,11150,11455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ninez
Meghalaya,77562,38952,38610,42310,21527,20783,35252,17425,17827,955,537,418,34293,16884,17409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,ninez
Meghalaya,55774,28482,27292,24314,12760,11554,31460,15722,15738,598,339,259,28564,14251,14313,2295,1129,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,ninez
Meghalaya,84329,43313,41016,32965,17321,15644,51364,25992,25372,946,534,412,42250,21472,20778,8166,3984,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,ninez
Meghalaya,45276,23246,22030,12848,6939,5909,32428,16307,16121,379,206,173,22050,11212,10838,9997,4889,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,ninez
Meghalaya,77684,39316,38368,23520,12299,11221,54164,27017,27147,823,439,384,33059,16941,16118,18375,8708,9667,1907,929,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Meghalaya,51753,25908,25845,12769,6941,5828,38984,18967,20017,515,264,251,18204,9282,8922,16208,7572,8636,4056,1848,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Meghalaya,60112,29849,30263,14475,7748,6727,45637,22101,23536,754,395,359,17684,9070,8614,18347,8614,9733,8851,4022,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ninez
Meghalaya,55067,27978,27089,14182,7677,6505,40885,20301,20584,788,429,359,13493,7212,6281,14944,7252,7692,9023,4200,4823,2632,1208,1424,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,adolescencia
Meghalaya,59176,30269,28907,14078,7816,6262,45098,22453,22645,955,520,435,12974,6922,6052,14361,7050,7311,11042,5178,5864,5747,2769,2978,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,adolescencia
Meghalaya,38359,19591,18768,8487,4654,3833,29872,14937,14935,610,309,301,7309,3944,3365,7862,3933,3929,7609,3624,3985,6470,3121,3349,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,adolescencia
Meghalaya,65286,33227,32059,17116,8749,8367,48170,24478,23692,1364,714,650,12083,6298,5785,11864,5956,5908,11112,5558,5554,8660,4368,4292,3056,1567,1489,1,1,0,19,11,8,0,0,0,11,5,6,adolescencia
Meghalaya,31892,15792,16100,7452,3525,3927,24440,12267,12173,632,344,288,5538,2672,2866,4888,2325,2563,5290,2768,2522,4917,2576,2341,3146,1562,1584,1,1,0,24,17,7,0,0,0,4,2,2,adolescencia
Meghalaya,195187,94446,100741,54227,24993,29234,140960,69453,71507,5068,2486,2582,34166,16229,17937,27656,12779,14877,24252,11926,12326,24905,13046,11859,16382,8835,7547,11,8,3,186,126,60,8326,4012,4314,8,6,2,juventud
Meghalaya,184137,87233,96904,61542,25944,35598,122595,61289,61306,5655,2877,2778,32776,15459,17317,24215,11111,13104,18341,9486,8855,20322,11140,9182,9373,5119,4254,14,10,4,214,164,50,11683,5922,5761,2,1,1,juventud
Meghalaya,147732,74672,73060,52978,23001,29977,94754,51671,43083,4811,2689,2122,26747,13517,13230,18304,9244,9060,12973,7437,5536,16465,9967,6498,7031,3996,3035,17,15,2,315,257,58,8089,4548,3541,2,1,1,adulto
Meghalaya,151079,78859,72220,60409,26374,34035,90670,52485,38185,4916,2888,2028,28448,14994,13454,18717,10506,8211,12197,7722,4475,14060,8944,5116,5457,3263,2194,15,13,2,256,233,23,6597,3917,2680,7,5,2,adulto
Meghalaya,103535,55573,47962,43995,19822,24173,59540,35751,23789,3468,2017,1451,19782,10799,8983,11939,7063,4876,7438,4898,2540,8377,5695,2682,3426,2083,1343,11,11,0,167,146,21,4928,3037,1891,4,2,2,adulto
Meghalaya,90705,48622,42083,40129,17595,22534,50576,31027,19549,3094,1871,1223,17461,9660,7801,11011,6753,4258,6131,4177,1954,6239,4372,1867,2410,1482,928,4,3,1,119,105,14,4104,2602,1502,3,2,1,adulto
Meghalaya,63787,34715,29072,29982,13078,16904,33805,21637,12168,2260,1400,860,11578,6690,4888,6890,4391,2499,3955,2761,1194,4100,2974,1126,1553,1001,552,9,7,2,127,121,6,3331,2291,1040,2,1,1,adulto_mayor
